"SubscriptionId","SubscriptionName","ResourceGroupName","ResourceType","Name","MissingTag"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Data Classification"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Application"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Pillar"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Owner"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Division"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Environment"
,,"DOCPRD_APP_RG_WStest","Microsoft.Compute/virtualMachines","wellstardevaz01","Tier"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Data Classification"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Application"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Pillar"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Owner"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Division"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Environment"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines","DOC-AZP-SQL-01","Tier"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Data Classification"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Application"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Pillar"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Owner"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Division"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Environment"
,,"DOCPRD_DB_RG","Microsoft.Compute/virtualMachines/extensions","DOC-AZP-SQL-01/enablevmaccess","Tier"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Data Classification"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Application"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Pillar"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Owner"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Division"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Environment"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-01","Tier"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Data Classification"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Application"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Pillar"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Owner"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Division"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Environment"
,,"DOCPRD_INFRA_RG_AD","Microsoft.Compute/virtualMachines","DOC-AZP-DC-02","Tier"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Data Classification"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Application"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Pillar"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Owner"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Division"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Environment"
,,"docprd_infra_rs","Microsoft.Compute/virtualMachines","DOCSPICEWKS","Tier"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Data Classification"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Application"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Pillar"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Owner"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Division"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Environment"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge1","Tier"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Data Classification"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Application"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Pillar"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Owner"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Division"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Environment"
,,"DOCPRD_netw_fw_edge_rg","Microsoft.Compute/virtualMachines","fw-edge2","Tier"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Data Classification"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Application"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Pillar"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Owner"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Division"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Environment"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMData","Tier"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Data Classification"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Application"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Pillar"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Owner"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Division"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Environment"
,,"TestVMs","Microsoft.Compute/virtualMachines","TestVMWeb","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-AP-APP-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-APP-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-AP-DB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-DB-01/IaaSDiagnostics","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-AP-WEB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-AP-WEB-01/IaaSDiagnostics","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-EF2-APP-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-APP-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-EF2-WEB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF2-WEB-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-EF-APP-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-APP-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-EF-DB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-DB-01/MicrosoftMonitoringAgent","Tier"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-db-01/VMSnapshot","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-EF-WEB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-EF-WEB-01/IaaSDiagnostics","Tier"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","wsd-ef-web-01/VMSnapshot","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-PX-APP-01","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/BGInfo","Tier"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/IaaSDiagnostics","Tier"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-01/MicrosoftMonitoringAgent","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-PX-APP-02","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-02/BGInfo","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-02/BGInfo","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-02/BGInfo","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-PX-APP-02/BGInfo","Owner"
